Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101;Column102;Column103;Column104;Column105;Column106;Column107;Column108;Column109;Column110;Column111;Column112;Column113;Column114;Column115;Column116;Column117;Column118;Column119;Column120;Column121;Column122;Column123;Column124;Column125;Column126;Column127;Column128;Column129;Column130;Column131;Column132;Column133;Column134;Column135;Column136;Column137;Column138;Column139;Column140;Column141
1;-10743;-32594;-4126;-43424;-39226;-31902;-19461;-15548;-12964;-565;-10577;-11813;-1633;-16616;-1478;-13748;-10319;-13264;-9715;-88237;-21294;-2347;-28181;-28954;-32886;-37907;-45602;-39616;-44201;-45891;-52003;-58237;-63332;-70967;-64087;-64152;-63568;-52959;-52782;-45151;-39632;-40267;-29559;-22151;-13692;-38955;-16756;12404;21481;21178;28344;18403;1416;15523;22338;14543;14193;15251;17836;13376;21736;21938;17338;2288;23978;29736;30262;38894;42777;44051;47316;53078;52586;5517;61347;65024;54995;58189;55531;47196;48756;49624;4644;40634;37818;37418;39217;35057;40287;38801;25528;28872;35534;40729;58248;55011;73791;93779;11537;14648;18359;21569;21678;20666;18171;16658;14019;11257;64539;27768;-15344;-38775;-44751;-47512;-46611;-46673;-50942;-55515;-47078;-47006;-47874;-44131;-42388;-4655;-42917;-31364;-35887;-22405;16157;77736;85651;93106;11292;10235;76771;61343;69625;11767;11316;-1095
1;40581;20878;42312;-20589;-32377;-45268;-38362;-1975;-78335;-38104;89943;15067;11749;12347;11737;12208;12612;12909;12859;11379;90327;969;89833;7259;75099;65091;50533;39966;22806;37147;52599;16931;-29166;-17994;-28575;-52406;-54779;-56232;-59154;-79944;-71204;-64139;-65578;-51877;-40918;-41204;-21307;29181;11181;56618;26037;16303;9261;79472;68281;21875;32834;36364;21675;18038;20338;403;27022;15253;2083;32872;10004;3405;27334;39225;3792;47154;42477;4245;59529;47449;62633;50017;49472;42461;50887;44181;36926;28238;27724;26046;-47768;-27998;-21547;49414;46144;-20377;-24665;-34642;-88971;-42669;-37818;-22328;-34046;-46756;-26919;-26093;-32824;-26778;-41087;-10633;46954;1031;94632;7997;47051;37472;12259;23883;34121;-11777;-5583;-11026;-12563;-11823;-12108;-97312;-1201;-12717;-11749;-10787;-10606;-12793;-11854;-99547;-89017;-10401;15046;1392;13311;11975;10929;-12933;-10383;-14899
1;-7616;-29212;-38943;-4385;-40682;-35111;-25328;-16874;-13981;-89929;-53767;-48198;-53338;-52247;-49308;-53052;-4478;-4646;-38506;-48943;-42492;-4413;-3754;-45229;-40673;-41977;-47985;-45911;-45683;-4801;-5878;-57426;-55425;-62052;-59482;-61261;-64767;-56024;-63741;-63461;-51852;-50397;-36189;-29905;-26718;-19419;-1924;-71317;-53524;-29567;47021;4021;55047;43361;23563;19543;13656;84049;90896;12223;16285;82302;23662;18365;18978;2095;20935;20316;33178;32241;38639;40866;3893;53046;54518;5839;63601;6972;58756;64902;63839;59604;55778;54128;55902;53777;52053;44366;54494;52231;50769;49369;4864;47171;5022;68602;81336;92577;103;11044;13857;15812;17173;17044;16705;15924;14331;12461;10479;80276;50358;31897;-12007;-42841;-10771;-161;-20358;-14438;-14597;-20486;-16471;-17972;-17908;-15822;-1227;-10997;-84733;-47362;21757;58298;10009;10731;12425;14496;13797;10681;74606;84905;11621;-38126
1;-1865;-26825;-40169;-42181;-38417;-29941;-19739;-16397;-12912;-56677;-32797;-35881;-36748;-26172;-43113;-44179;-35335;-376;-36462;-38663;-41733;-46416;-46275;-54337;-54589;-54595;-59512;-69263;-69924;-71662;-66113;-7679;-81352;-87341;-95605;-87203;-87619;-8107;-79012;-71594;-59079;-53481;-47671;-37184;-24637;-13095;-12053;14479;11072;22752;11653;84694;12833;16016;10119;14421;13636;16389;20675;29981;30897;30678;3464;31398;38597;51318;45898;56655;58107;58296;69184;67919;6728;67037;68276;64402;60562;70029;64455;51677;59515;6851;57347;52973;52143;53107;38849;48497;38671;37442;43745;3441;37219;37647;3148;36271;59457;75788;91905;11127;12786;13747;17065;18957;18728;17722;16967;13856;12329;95054;57928;29596;-20179;-30348;-38762;-367;-37481;-47913;-38323;-39309;-4648;-41348;-40946;-46814;-41411;-37715;-33562;-36525;-13931;14568;80875;78129;72519;10683;11297;94098;1008;15643;21515;18005
1;80394;-11069;-28541;-38987;-41531;-39972;-32909;-21894;-15823;-14197;-77624;-36467;-35132;-2821;-3281;-24445;-27204;-25296;-21698;-29822;-30901;-31776;-37636;-40969;-37896;-43217;-47256;-45052;-47194;-50832;-63612;-57614;-64786;-65472;-66189;-64607;-57513;-5815;-56128;-56831;-45494;-43892;-32415;-21698;-22141;-14778;-6339;22359;-53923;36559;62545;129;17092;23649;-90073;46446;68937;22108;94245;85704;16307;16418;13653;18954;24475;34321;25582;31011;39335;34046;47296;55602;63041;60229;53316;5967;76151;60545;73387;69852;67935;61439;59744;54488;5252;52317;48486;49053;4531;37502;37101;48005;4253;50881;68848;83558;98022;11706;13241;15856;17161;19341;19404;18566;1798;16119;14325;11168;86855;4839;10959;-12714;-31816;-39046;-23713;-33024;-36411;-39237;-40264;-35864;-42114;-32743;-38767;-47892;-42738;-33768;-27742;-24918;12691;7574;85381;87943;10265;10747;84694;57369;85799;12024;61324;-16556
1;-92021;-24495;-3192;-38752;-41807;-38922;-31562;-20226;-15201;-11702;-59172;-39648;-41005;-44188;-41733;-42306;-31273;-30414;-30353;-34485;-3215;-22451;-35551;-24303;-31107;-39435;-34915;-33717;-425;-33987;-31568;-37499;-37464;-46719;-38971;-33763;-42568;-25257;-34635;-2278;-1819;-17013;-75184;-55118;57978;-30612;9354;10651;18256;17341;15275;17928;12103;16949;10872;16638;1449;20499;19213;11083;16703;14104;1708;22293;26776;31808;2664;32931;37284;36189;42514;53366;41462;53391;51905;53886;5925;53311;54039;64967;61521;52459;46795;52266;53384;50274;49962;38648;38633;49503;428;40712;47529;49998;69165;84566;10554;11936;12772;14663;16674;19156;19281;1864;18671;16941;14755;13197;10657;89767;67712;24714;49677;-86539;-1349;-17309;-17089;-1081;-16925;-15074;-98641;-95394;-17335;-17934;-20346;-16022;-11142;-33919;27296;80907;14303;13467;99819;23454;-62493;-11341;-12636;-96427;-37083;-10405
1;27446;-10192;-28517;-39749;-39954;-37197;-2681;-14416;-11669;-65718;19803;32561;24802;2141;23123;15603;18261;-17427;80069;17352;-54521;88092;-60667;-61424;-2386;-1137;-20938;-28178;-22544;-40004;-34853;-54807;-63014;-59566;-67086;-66044;-67936;-55531;-61619;-62245;-46646;-44755;-42213;-42527;-26615;-10979;-90908;40708;-15154;98672;15602;9899;10749;11013;13155;17085;19566;19983;21017;23489;20218;26879;26429;27906;38569;34877;38673;40572;40813;50926;44136;5898;59176;56674;56212;44679;53317;48217;45639;41738;41448;40135;30966;28735;25444;24627;19434;12471;20299;11132;19317;10162;1292;21762;28361;41858;58901;83915;10475;12788;15889;19125;2155;19325;17874;17161;13624;10701;68076;40139;92854;-48516;-76519;-81785;-81884;-7521;-84816;-89044;-82549;-78802;-96855;-88286;-7796;-91587;-96062;-8737;-90315;-82085;-49386;21114;50361;45144;80278;88392;89532;84013;13052;21147;15903;-19219
1;24029;20367;3409;-12864;-33015;-42246;-33983;-20793;-15979;-1528;-75556;15018;-18965;15663;83514;54506;63978;-10487;-74014;-10897;-26492;-23757;-21215;-27713;-37903;-32254;-48714;-65077;-70535;-70664;-9259;-86621;-99841;-11268;-13522;-14066;-13555;-14577;-14997;-1585;-14679;-13722;-13731;-12589;-1089;-92281;-91731;-64988;-57361;-35839;-3687;-32218;-23477;-38168;-22551;-15689;-1099;-45662;57008;-4405;24536;86985;11545;22758;20257;26672;14089;37303;45446;42525;60888;40595;56531;51119;60685;54951;50974;78728;61515;53754;58858;58357;57534;47906;51444;58002;46947;38715;42924;46602;40644;32299;2049;17275;36359;1939;18451;18137;25997;24193;42827;23033;11847;17732;44047;44225;63562;11077;14458;14093;11878;11434;89119;71811;90452;83995;49347;12505;-30902;-32716;-26981;-21066;-22994;-2241;-21592;-23122;-10172;-1293;7368;-34076;11814;41609;1115;89916;11545;19873;24287;2614;19628;17692
1;-13623;-3353;-39757;-42282;-37997;-32181;-20493;-15297;-12975;-83059;-42437;-47203;-51517;-40259;-43984;-40805;-34323;-38626;-4486;-44479;-46137;-35766;-45115;-45308;-41228;-45107;-39036;-46498;-45665;-61793;-62551;-59844;-67673;-66021;-65055;-62649;-57631;-61395;-54016;-47888;-48626;-43574;-40404;-29283;-17228;-55059;-39811;-21251;21226;32142;55193;78737;57119;-11384;62649;18703;6669;36431;67354;11526;4202;12611;31845;-50344;25915;19145;28883;20886;27988;28162;30407;36857;36853;48425;45195;53652;44951;50891;5979;65802;61776;62313;61291;56066;56296;55308;50083;53918;41686;50496;48995;51286;55114;60618;71443;84236;99379;11099;11483;13754;1611;17431;17895;16546;15758;14344;13749;10634;86959;58587;26028;13745;34019;-19213;26099;-78532;-65535;-0,6069;-70388;-10945;-82694;-72762;-25459;18728;17723;54476;10279;23725;76055;10643;11205;13098;14682;12678;87241;63855;91927;71615;-35122;-22347
1;19354;-54876;-23434;-33786;-42434;-41082;-30448;-16656;-14282;-10201;-11959;19645;11236;1368;18311;11482;13971;64161;-76425;11965;47738;-88085;-16748;-87829;-22899;-19831;-21673;-29272;-37732;-45815;-58024;-59795;-55776;-67927;-71476;-65672;-74916;-74145;-77262;-79419;-62049;-5228;-38185;-42529;-46277;-29762;-14937;-89397;-67538;-35564;12313;7929;46253;-15729;17067;14818;15327;13372;79182;23619;18735;19535;25764;19105;21328;23697;32188;30057;34675;38095;42678;54205;52228;32599;37182;39498;42673;42251;40811;48273;33924;251;31872;32999;43766;28029;36636;20082;25017;20605;23721;25328;11064;16059;1884;29655;64634;79986;10739;10876;12858;15006;18099;22429;21417;199;17838;17;146;11057;86617;15671;-37163;-51717;-57012;-71142;-64748;-80954;-75344;-76875;-7594;-75446;-68913;-74411;-7221;-77188;-71977;-70657;-56008;-16699;371;54842;93739;12249;12934;11837;10941;15881;18711;-12487
1;-18627;-32036;-36342;-41694;-38881;-32758;-21004;-16623;-14397;-75266;-44549;-45413;-47614;-50551;-49159;-34367;-40914;-422;-44126;-51949;-3392;-37733;-35425;-3567;-49677;-4941;-36678;-36254;-44197;-32685;-34194;-37759;-40221;-34011;-41441;-31969;-27434;-35593;-273;-20626;-15638;-14353;-1183;-2349;-10316;-87833;49864;-28025;34272;57321;-16122;-20876;59489;-38257;46449;-55239;-10946;17766;-20078;-81316;-14966;-23965;-12726;-29349;86248;65663;-58436;16384;27792;1741;19389;27812;38733;41718;38386;48625;48641;49537;58443;62554;66185;68365;68091;59428;53723;56969;5774;5318;59463;62071;51427;47037;49686;58113;53072;81476;10114;10836;13345;14147;16724;19719;21297;21805;2076;18886;17298;14536;13363;10415;884;58579;11928;50663;-4487;-90907;-4391;5194;-22552;-19841;-4249;-11682;-12271;-21551;-11633;-96285;-13903;95775;21763;75542;12691;12328;9027;376;-31828;-67593;-84912;-78117;-30229;-61002
1;-99857;-28897;-33878;-35106;-29969;-22804;-17002;-15611;-10948;-92235;-93785;-87848;-88296;-88193;-90867;-82308;-85934;-88218;-87391;-88045;-80896;-88683;-92602;-90181;-92022;-92535;-88332;-93171;-99368;-91165;-96074;-99347;-1041;-1074;-10082;-10062;-10305;-95907;-89064;-87815;-77508;-68704;-66476;-5953;-5091;-42626;-44356;-39454;-41683;-38283;-28069;-28925;-25998;-27151;-24759;-15727;-23002;-13092;-15092;-11227;-66531;-68022;-25683;-64317;73705;82571;67146;15833;20989;22256;28372;26866;24374;33359;36023;4275;41437;3919;40406;49268;45348;40418;51681;45886;46972;475;46927;45131;50014;52044;49296;53083;56105;55117;65179;64181;73582;87732;97527;10435;11718;13105;13793;14075;14066;13663;12348;12291;11408;10294;86944;7075;62642;57351;57378;56219;5957;58556;64277;63787;58151;62787;63706;66031;73367;74198;73846;89511;11457;13816;14203;13372;13936;13733;13122;12464;14305;16351;1521;65421
1;-28834;-22725;-36661;-42827;-37242;-28432;-18749;-15313;-11944;-54127;-39303;-43113;-38249;-38553;-39781;-38001;-44966;-38291;-40528;-44655;-41801;-52243;-58661;-54189;-52804;-63046;-67774;-78251;-757;-80657;-81541;-94057;-92873;-85005;-10483;-10571;-99891;-84963;-8193;-94959;-73404;-69335;-69372;-57494;-52024;-37474;-27194;-23046;-16232;-12312;-12781;-38098;25012;27464;-33557;-63766;19662;36089;74925;59023;54364;55623;19215;18491;19466;24265;19634;25616;29342;35689;37953;36416;441;5153;54606;58396;56825;56724;52694;45524;5527;54004;41842;43464;38303;47568;55453;44339;44678;33347;30718;42123;37669;44819;5905;59362;73164;92259;10507;11495;13857;15853;20064;18396;17442;16607;1439;1345;12079;95912;57249;28502;19181;-16476;-1715;-21064;-19102;-1945;-22492;-8166;-1476;-19635;-27733;-18988;-13429;-26244;-19728;-80189;92409;65875;11474;11623;12118;15263;17706;16157;12933;12431;17228;12959
1;53974;66578;-12756;-28467;-34999;-43828;-39607;-26571;-19283;-16057;-49802;-15959;-26229;-21581;-35806;-12268;-19592;-23573;-25888;-28534;-27224;-20865;-3589;-33653;-30833;-47299;-46104;-67796;-5569;-63149;-64732;-62687;-74758;-81792;-8785;-10072;-88886;-91876;-8838;-91614;-78574;-74283;-77873;-52739;-4507;-33726;-44836;-20223;-52745;50061;31233;19031;77312;15275;22407;18285;17402;21317;19662;30387;32717;24945;35215;28454;41482;3638;37092;44169;52935;51479;59539;6162;62272;67989;6978;66439;60376;58133;5437;60798;575;58186;4533;54875;46008;40378;43669;3032;52221;42012;40439;42607;323;38253;37489;24601;37031;33646;31924;2874;44056;56054;67259;98308;1251;12321;16038;20192;23689;24217;2325;2054;17484;14691;95481;25551;-25678;-31246;-46308;-3581;-36193;-31974;-42845;-29101;-41659;-45404;-37164;-36892;-29578;-46945;-32956;-23513;57473;10586;88663;12658;89578;-1588;-70528;37302
